year,university,school,course,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,course_category
2016,Nanyang Technological University,College of Business (Nanyang Business School),accountancy,97.3,95.1,3027.0,2900.0,3063.0,2900.0,2900.0,3100.0,Accountancy
2016,Nanyang Technological University,College of Business (Nanyang Business School),accountancy and business,97.4,96.6,3836.0,3500.0,3893.0,3500.0,3100.0,4250.0,Accountancy
2016,Nanyang Technological University,College of Business (Nanyang Business School),business,89.6,77.1,3348.0,3200.0,3444.0,3300.0,3000.0,3800.0,Business & Administration
2016,Nanyang Technological University,College of Business (Nanyang Business School),business and computing,94.4,94.4,4232.0,4000.0,4407.0,4600.0,3800.0,5000.0,Information Technology
2016,Nanyang Technological University,College of Engineering,aerospace engineering,82.4,77.9,3761.0,3625.0,3840.0,3675.0,3350.0,4435.0,Engineering
2016,Nanyang Technological University,College of Engineering,bioengineering,77.8,63.9,3151.0,3200.0,3317.0,3237.0,3000.0,3510.0,Engineering
2016,Nanyang Technological University,College of Engineering,chemical and biomolecular engineering,80.6,72.6,3336.0,3225.0,3476.0,3400.0,3200.0,3800.0,Engineering
2016,Nanyang Technological University,College of Engineering,civil engineering,92.4,91.6,3407.0,3250.0,3505.0,3300.0,3200.0,3800.0,Engineering
2016,Nanyang Technological University,College of Engineering,computer engineering,83.3,75.9,3792.0,3500.0,3833.0,3500.0,3300.0,4420.0,Information Technology
2016,Nanyang Technological University,College of Engineering,computer science,94.6,91.4,3784.0,3500.0,3848.0,3500.0,3300.0,4333.0,Information Technology
2016,Nanyang Technological University,College of Engineering,electrical and electronic engineering,89.1,83.6,3443.0,3300.0,3517.0,3400.0,3190.0,3800.0,Engineering
2016,Nanyang Technological University,College of Engineering,environmental engineering,80.6,74.2,3156.0,3100.0,3216.0,3100.0,2800.0,3400.0,Engineering
2016,Nanyang Technological University,College of Engineering,information engineering and media,94.6,87.5,3496.0,3350.0,3570.0,3350.0,3000.0,4000.0,Engineering
2016,Nanyang Technological University,College of Engineering,maritime studies,94.2,88.5,3305.0,3300.0,3328.0,3398.0,3083.0,3500.0,Others
2016,Nanyang Technological University,College of Engineering,materials engineering,81.3,73.5,3197.0,3200.0,3317.0,3300.0,3000.0,3500.0,Engineering
2016,Nanyang Technological University,College of Engineering,mechanical engineering,86.0,79.9,3417.0,3300.0,3505.0,3350.0,3050.0,3959.0,Engineering
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","art, design and media",79.7,46.6,2718.0,2700.0,2761.0,2700.0,2500.0,3000.0,Others
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",chinese,91.1,74.7,3239.0,3300.0,3345.0,3300.0,3050.0,3500.0,Others
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",communication studies,87.7,69.6,2938.0,2900.0,2996.0,3000.0,2575.0,3365.0,Others
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",economics,91.3,79.3,3385.0,3300.0,3440.0,3300.0,3000.0,3850.0,Arts & Social Sciences
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",english,75.0,54.2,2974.0,3000.0,2997.0,3000.0,2700.0,3400.0,Others
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",history,87.2,76.6,3027.0,3000.0,3082.0,3000.0,2700.0,3500.0,Arts & Social Sciences
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",linguistics and multilingual studies,81.8,61.8,3283.0,3315.0,3368.0,3365.0,2960.0,3500.0,Arts & Social Sciences
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",psychology,82.1,66.7,3083.0,3100.0,3136.0,3200.0,2800.0,3500.0,Arts & Social Sciences
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",sociology,86.1,63.9,3279.0,3300.0,3480.0,3500.0,3000.0,3850.0,Arts & Social Sciences
2016,Nanyang Technological University,College of Sciences,biomedical sciences and chinese medicine,94.4,88.9,2525.0,2400.0,2577.0,2500.0,2150.0,2800.0,Medicine
2016,Nanyang Technological University,College of Sciences,biological sciences,80.5,64.0,3132.0,3100.0,3222.0,3175.0,3000.0,3550.0,Sciences
2016,Nanyang Technological University,College of Sciences,chemistry and biological chemistry,80.6,64.2,3119.0,3000.0,3234.0,3149.0,2925.0,3500.0,Sciences
2016,Nanyang Technological University,College of Sciences,mathematical sciences,88.5,76.9,3453.0,3400.0,3535.0,3500.0,3200.0,3750.0,Sciences
2016,Nanyang Technological University,College of Sciences,mathematics and economics,89.4,72.7,3346.0,3150.0,3458.0,3300.0,3000.0,3750.0,Sciences
2016,Nanyang Technological University,College of Sciences,physics / applied physics,85.7,77.1,3578.0,3350.0,3683.0,3450.0,3100.0,4000.0,Sciences
2016,Nanyang Technological University,Sports Science and Management,sports science and management,83.1,66.1,3196.0,3100.0,3272.0,3200.0,2825.0,3500.0,Business & Administration
2016,Nanyang Technological University,National Institute of Education (NIE),arts (with education),100.0,100.0,3337.0,3500.0,3525.0,3525.0,3400.0,3615.0,Education
2016,Nanyang Technological University,National Institute of Education (NIE),science (with education),100.0,100.0,3438.0,3500.0,3546.0,3525.0,3500.0,3850.0,Education
2016,National University of Singapore,Faculty of Arts & Social Sciences,arts,86.1,62.5,2971.0,3000.0,3063.0,3000.0,2600.0,3200.0,Arts & Social Sciences
2016,National University of Singapore,Faculty of Arts & Social Sciences,arts,90.7,74.1,3258.0,3300.0,3321.0,3500.0,3000.0,3600.0,Arts & Social Sciences
2016,National University of Singapore,Faculty of Arts & Social Sciences,social sciences,89.5,73.3,3341.0,3300.0,3423.0,3300.0,3000.0,3650.0,Sciences
2016,National University of Singapore,Faculty Of Dentistry,dental surgery,100.0,100.0,4173.0,4050.0,4221.0,4050.0,4050.0,4450.0,Dentistry
2016,National University of Singapore,Faculty Of Engineering,engineering (biomedical engineering),91.9,80.6,3314.0,3100.0,3366.0,3200.0,3000.0,3500.0,Engineering
2016,National University of Singapore,Faculty Of Engineering,engineering (chemical engineering),85.3,80.3,3414.0,3250.0,3562.0,3450.0,3150.0,4000.0,Engineering
2016,National University of Singapore,Faculty Of Engineering,engineering (civil engineering),95.3,91.9,3402.0,3300.0,3509.0,3420.0,3200.0,3800.0,Engineering
2016,National University of Singapore,Faculty Of Engineering,engineering (computer engineering),89.1,85.9,3884.0,3700.0,3942.0,3900.0,3467.0,4500.0,Information Technology
2016,National University of Singapore,Faculty Of Engineering,engineering (electrical engineering),91.9,87.6,3669.0,3400.0,3765.0,3500.0,3200.0,4200.0,Engineering
2016,National University of Singapore,Faculty Of Engineering,engineering (engineering science),85.2,74.1,3549.0,3400.0,3707.0,3740.0,3350.0,4026.0,Engineering
2016,National University of Singapore,Faculty Of Engineering,engineering (environmental engineering),79.3,65.5,3432.0,3300.0,3470.0,3350.0,3000.0,3832.0,Engineering
2016,National University of Singapore,Faculty Of Engineering,engineering (industrial and systems engineering),80.3,78.9,3788.0,3450.0,3879.0,3500.0,3300.0,4250.0,Engineering
2016,National University of Singapore,Faculty Of Engineering,engineering (materials science and engineering),90.2,78.4,3381.0,3300.0,3501.0,3540.0,3200.0,3900.0,Engineering
2016,National University of Singapore,Faculty Of Engineering,engineering (mechanical engineering),86.6,81.0,3470.0,3300.0,3560.0,3400.0,3150.0,3800.0,Engineering
2016,National University of Singapore,Faculty of Law,laws (l.l.b),97.7,95.9,4844.0,4775.0,4898.0,4900.0,4200.0,5600.0,Law
2016,National University of Singapore,Faculty of Science,applied science,81.0,61.9,2905.0,2800.0,3058.0,3130.0,2800.0,3350.0,Sciences
2016,National University of Singapore,Faculty of Science,science,84.3,59.4,2895.0,3000.0,2995.0,3000.0,2600.0,3225.0,Sciences
2016,National University of Singapore,Faculty of Science,science,84.9,71.7,3331.0,3300.0,3386.0,3300.0,3000.0,3650.0,Sciences
2016,National University of Singapore,Faculty of Science,science (pharmacy),99.1,97.2,3500.0,3500.0,3597.0,3600.0,3300.0,3950.0,Sciences
2016,National University of Singapore,NUS Business School,business administration,93.6,80.7,3232.0,3000.0,3282.0,3000.0,2837.0,3500.0,Business & Administration
2016,National University of Singapore,NUS Business School,business administration,96.4,92.8,4126.0,3600.0,4207.0,3620.0,3258.0,4500.0,Business & Administration
2016,National University of Singapore,NUS Business School,business administration (accountancy),88.6,86.4,2977.0,2900.0,3020.0,2963.0,2800.0,3100.0,Accountancy
2016,National University of Singapore,NUS Business School,business administration (accountancy),99.0,99.0,3435.0,3000.0,3465.0,3075.0,2900.0,3800.0,Accountancy
2016,National University of Singapore,School of Computing,computing (computer science),96.3,93.3,4320.0,4000.0,4385.0,4000.0,3500.0,5000.0,Information Technology
2016,National University of Singapore,School of Computing,computing (information systems),94.0,94.0,3875.0,3800.0,3969.0,4000.0,3365.0,4500.0,Information Technology
2016,National University of Singapore,School of Design & Environment,arts (architecture),93.2,89.8,3926.0,4000.0,3960.0,4000.0,3500.0,4250.0,Architecture & Built Environment
2016,National University of Singapore,School of Design & Environment,arts (industrial design),90.6,65.6,3282.0,3000.0,3320.0,3000.0,2900.0,4000.0,Arts & Social Sciences
2016,National University of Singapore,School of Design & Environment,science (project and facilities management),87.8,84.7,3035.0,3000.0,3113.0,3000.0,2850.0,3276.0,Business & Administration
2016,National University of Singapore,School of Design & Environment,science (real estate),94.6,92.4,3247.0,3000.0,3368.0,3200.0,2950.0,3735.0,Architecture & Built Environment
2016,National University of Singapore,Yong Loo Lin School (Medicine),medicine and surgery,99.4,99.4,4460.0,4500.0,4887.0,5000.0,4500.0,5200.0,Medicine
2016,National University of Singapore,Yong Loo Lin School (Medicine),science (nursing),93.2,90.9,3166.0,3200.0,3363.0,3400.0,3200.0,3425.0,Health Sciences
2016,National University of Singapore,Yong Loo Lin School (Medicine),science (nursing),95.1,95.1,3308.0,3300.0,3529.0,3500.0,3400.0,3600.0,Health Sciences
2016,National University of Singapore,Yong Siew Toh Conservatory of Music,music,85.7,14.3,3250.0,3250.0,3250.0,3250.0,2999.0,3500.0,Others
2016,National University of Singapore,Multi-Disciplinary Programme,environmental studies,83.8,67.6,3347.0,3250.0,3399.0,3300.0,3000.0,3500.0,Others
2016,Singapore Management University,School of Accountancy (4-year programme) *,accountancy,98.5,96.0,3390.0,3000.0,3455.0,3000.0,2900.0,3600.0,Accountancy
2016,Singapore Management University,School of Accountancy (4-year programme) *,accountancy,100.0,100.0,3827.0,3500.0,3943.0,3600.0,3000.0,4583.0,Accountancy
2016,Singapore Management University,School of Business (4-year programme) *,business management,92.4,84.6,3727.0,3400.0,3831.0,3500.0,3000.0,4000.0,Business & Administration
2016,Singapore Management University,School of Business (4-year programme) *,business management,96.1,92.1,4140.0,3550.0,4234.0,3660.0,3250.0,4583.0,Business & Administration
2016,Singapore Management University,School of Economics (4-year programme) *,economics,93.4,84.0,3801.0,3500.0,3906.0,3700.0,3200.0,4300.0,Arts & Social Sciences
2016,Singapore Management University,School of Economics (4-year programme) *,economics,97.0,92.5,4315.0,4000.0,4425.0,4107.0,3800.0,4750.0,Arts & Social Sciences
2016,Singapore Management University,School of Information Systems (4-year programme) *,information systems management,95.7,91.5,3837.0,3500.0,3897.0,3600.0,3200.0,4167.0,Information Technology
2016,Singapore Management University,School of Information Systems (4-year programme) *,information systems management,97.5,95.0,4504.0,4167.0,4603.0,4167.0,3800.0,4750.0,Information Technology
2016,Singapore Management University,School of Social Sciences (4-year programme) *,social sciences,91.5,80.4,3199.0,3100.0,3311.0,3145.0,3000.0,3500.0,Sciences
2016,Singapore Management University,School of Social Sciences (4-year programme) *,social sciences,94.9,87.2,3405.0,3300.0,3548.0,3400.0,3000.0,3668.0,Sciences
2016,Singapore Management University,School of Law (4-year programme) *,law,95.8,93.7,4810.0,4600.0,4915.0,4850.0,4200.0,5800.0,Law
2016,Singapore Management University,School of Law (4-year programme) *,law,96.7,96.7,4950.0,4950.0,5095.0,5300.0,4500.0,5800.0,Law
2016,Singapore Institute of Technology,DigiPen Institute of Technology,fine arts in digital arts and animation,73.3,53.3,3045.0,3000.0,3052.0,3000.0,2700.0,3016.0,Arts & Social Sciences
2016,Singapore Institute of Technology,DigiPen Institute of Technology,science in computer science and game design,85.7,85.7,3312.0,3400.0,3329.0,3400.0,3100.0,3500.0,Information Technology
2016,Singapore Institute of Technology,DigiPen Institute of Technology,science in computer science in real-time interactive simulation,100.0,92.9,3729.0,3680.0,3803.0,4000.0,3500.0,4200.0,Information Technology
2016,Singapore Institute of Technology,The Glasgow School of Art,arts with in communication design,91.1,58.9,2652.0,2600.0,2652.0,2600.0,2500.0,2700.0,Arts & Social Sciences
2016,Singapore Institute of Technology,The Glasgow School of Art,arts with in interior design,97.4,76.3,2467.0,2500.0,2485.0,2515.0,2200.0,2800.0,Arts & Social Sciences
2016,Singapore Institute of Technology,Newcastle University,engineering with in chemical engineering,85.9,71.8,3201.0,3100.0,3463.0,3300.0,3080.0,3650.0,Engineering
2016,Singapore Institute of Technology,Newcastle University,engineering with in electrical power engineering,86.4,79.7,3239.0,3000.0,3440.0,3200.0,2800.0,3700.0,Engineering
2016,Singapore Institute of Technology,Newcastle University,engineering with in marine engineering,95.2,81.0,3812.0,3425.0,3956.0,3840.0,3200.0,4530.0,Engineering
2016,Singapore Institute of Technology,Newcastle University,engineering with in mechanical design and manufacturing engineering,87.0,77.8,3162.0,3000.0,3344.0,3200.0,2900.0,3575.0,Engineering
2016,Singapore Institute of Technology,Newcastle University,engineering with in naval architecture,90.0,90.0,3172.0,3250.0,3239.0,3300.0,3000.0,3500.0,Architecture & Built Environment
2016,Singapore Institute of Technology,Newcastle University,engineering with in offshore engineering,86.4,72.7,3172.0,3275.0,3286.0,3430.0,3000.0,3600.0,Engineering
2016,Singapore Institute of Technology,Newcastle University,science with in food and human nutrition,86.7,62.2,2598.0,2600.0,2707.0,2600.0,2420.0,2800.0,Sciences
2016,Singapore Institute of Technology,Technische Universität München,science in chemical engineering,78.6,67.9,2776.0,2900.0,3149.0,3130.0,2500.0,3700.0,Engineering
2016,Singapore Institute of Technology,Technische Universität München,science in electrical engineering and information technology,90.9,86.4,2978.0,3000.0,3042.0,3000.0,2825.0,3350.0,Information Technology
2016,Singapore Institute of Technology,The Culinary Institute of America,professional studies in culinary arts management,86.2,69.0,2231.0,2250.0,2344.0,2300.0,2000.0,2500.0,Business & Administration
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,bachelor in science (diagnostic radiography),88.2,88.2,3406.0,3385.0,3628.0,3660.0,3400.0,3930.0,Health Sciences
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,bachelor in science (occupational therapy),100.0,100.0,3297.0,3200.0,3301.0,3200.0,3100.0,3500.0,Health Sciences
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,bachelor in science (physiotherapy),100.0,100.0,3310.0,3300.0,3344.0,3300.0,3240.0,3500.0,Health Sciences
2016,Singapore Institute of Technology,University of Glasgow,engineering with in aeronautical engineering,81.6,65.3,3042.0,3000.0,3277.0,3200.0,2800.0,3700.0,Engineering
2016,Singapore Institute of Technology,University of Glasgow,engineering with in aerospace systems,82.2,64.4,3312.0,3225.0,3390.0,3275.0,2900.0,4009.0,Engineering
2016,Singapore Institute of Technology,University of Glasgow,engineering with in mechanical design engineering,87.0,70.4,3187.0,3000.0,3273.0,3200.0,3000.0,3365.0,Engineering
2016,Singapore Institute of Technology,University of Glasgow,engineering with in mechatronics,88.7,80.3,3406.0,3200.0,3523.0,3300.0,3000.0,3800.0,Engineering
2016,Singapore Institute of Technology,University of Glasgow,science with in computing science,89.8,81.6,3645.0,3600.0,3704.0,3600.0,3400.0,3900.0,Information Technology
2016,Singapore Institute of Technology,University of Manchester,science with in nursing practice,92.7,85.5,3378.0,3400.0,3600.0,3600.0,3400.0,3750.0,Health Sciences
2016,Singapore Institute of Technology,University of Liverpool,arts with in criminology and security,92.6,81.5,4096.0,4200.0,4131.0,4200.0,3700.0,4600.0,Arts & Social Sciences
2016,Singapore Institute of Technology,Wheelock College,science in early childhood education,98.0,92.0,2705.0,2700.0,2707.0,2700.0,2600.0,2850.0,Education
2017,Nanyang Technological University,College of Business (Nanyang Business School),accountancy,97.1,94.5,3121.0,3000.0,3166.0,3000.0,2900.0,3100.0,Accountancy
2017,Nanyang Technological University,College of Business (Nanyang Business School),accountancy and business,97.2,94.3,3830.0,3500.0,3892.0,3600.0,3013.0,4317.0,Accountancy
2017,Nanyang Technological University,College of Business (Nanyang Business School),business,93.0,80.8,3530.0,3300.0,3643.0,3300.0,3000.0,3800.0,Business & Administration
2017,Nanyang Technological University,College of Business (Nanyang Business School),business and engineering (computer science),100.0,95.0,5036.0,4750.0,5225.0,5000.0,4000.0,5362.0,Information Technology
2017,Nanyang Technological University,College of Engineering,engineering (aerospace engineering),80.0,75.0,3645.0,3492.0,3702.0,3500.0,3250.0,4210.0,Engineering
2017,Nanyang Technological University,College of Engineering,engineering (bioengineering),78.3,65.2,3326.0,3200.0,3486.0,3419.0,3000.0,3825.0,Engineering
2017,Nanyang Technological University,College of Engineering,engineering (chemical and biomolecular engineering),82.3,75.3,3326.0,3200.0,3577.0,3500.0,3200.0,4000.0,Engineering
2017,Nanyang Technological University,College of Engineering,engineering (civil engineering),98.5,96.9,3373.0,3300.0,3442.0,3400.0,3190.0,3675.0,Engineering
2017,Nanyang Technological University,College of Engineering,engineering (computer engineering),95.1,87.8,3667.0,3600.0,3743.0,3600.0,3450.0,3925.0,Information Technology
2017,Nanyang Technological University,College of Engineering,engineering (computer science),92.4,86.7,4078.0,3750.0,4160.0,3850.0,3500.0,4500.0,Information Technology
2017,Nanyang Technological University,College of Engineering,engineering (electrical and electronic engineering),89.3,85.0,3532.0,3500.0,3657.0,3600.0,3200.0,4000.0,Engineering
2017,Nanyang Technological University,College of Engineering,engineering (environmental engineering),71.8,64.1,3538.0,3475.0,3588.0,3635.0,3200.0,3950.0,Engineering
2017,Nanyang Technological University,College of Engineering,engineering (information engineering and media),86.9,78.7,3685.0,3677.0,3790.0,3700.0,3350.0,4200.0,Engineering
2017,Nanyang Technological University,College of Engineering,science (maritime studies),92.2,92.2,3279.0,3200.0,3333.0,3320.0,3000.0,3500.0,Sciences
2017,Nanyang Technological University,College of Engineering,engineering (materials engineering),84.9,75.6,3288.0,3200.0,3434.0,3375.0,3200.0,3700.0,Engineering
2017,Nanyang Technological University,College of Engineering,engineering (mechanical engineering),82.7,74.9,3422.0,3300.0,3579.0,3450.0,3100.0,4000.0,Engineering
2017,Nanyang Technological University,College of Engineering,fine arts,88.5,54.0,2862.0,2800.0,2909.0,2800.0,2500.0,3200.0,Arts & Social Sciences
2017,Nanyang Technological University,College of Engineering,arts in chinese,84.6,67.7,3119.0,3300.0,3147.0,3300.0,2750.0,3500.0,Arts & Social Sciences
2017,Nanyang Technological University,College of Engineering,communication studies,92.6,62.2,3134.0,3000.0,3184.0,3000.0,2775.0,3500.0,Others
2017,Nanyang Technological University,College of Engineering,arts in economics,84.7,75.5,3286.0,3200.0,3379.0,3240.0,3000.0,3720.0,Arts & Social Sciences
2017,Nanyang Technological University,College of Engineering,arts in english,77.8,50.8,3042.0,3000.0,3149.0,3000.0,2800.0,3300.0,Arts & Social Sciences
2017,Nanyang Technological University,College of Engineering,arts in history,86.0,68.4,3206.0,3100.0,3265.0,3200.0,3000.0,3600.0,Arts & Social Sciences
2017,Nanyang Technological University,College of Engineering,arts in linguistics and multilingual studies,80.0,60.0,3042.0,3000.0,3117.0,3100.0,2600.0,3500.0,Arts & Social Sciences
2017,Nanyang Technological University,College of Engineering,arts in psychology,78.9,59.2,3107.0,3107.0,3151.0,3200.0,2890.0,3500.0,Arts & Social Sciences
2017,Nanyang Technological University,College of Engineering,arts in public policy and global affairs,74.1,66.7,3353.0,3300.0,3479.0,3395.0,3160.0,3750.0,Arts & Social Sciences
2017,Nanyang Technological University,College of Engineering,arts in sociology,77.6,62.1,3263.0,3200.0,3309.0,3228.0,2970.0,3500.0,Arts & Social Sciences
2017,Nanyang Technological University,College of Sciences,science in biomedical sciences and medicine (chinese medicine),92.0,80.0,2722.0,2928.0,2792.0,2950.0,2500.0,3035.0,Medicine
2017,Nanyang Technological University,College of Sciences,science in biological sciences,80.4,62.6,3177.0,3100.0,3255.0,3200.0,3000.0,3500.0,Sciences
2017,Nanyang Technological University,College of Sciences,science in chemistry and biological chemistry,70.1,51.1,3035.0,3000.0,3173.0,3100.0,2800.0,3488.0,Sciences
2017,Nanyang Technological University,College of Sciences,science in mathematical sciences,89.7,79.5,3517.0,3400.0,3580.0,3500.0,3100.0,3800.0,Sciences
2017,Nanyang Technological University,College of Sciences,science in mathematics and economics,89.8,83.1,3504.0,3290.0,3625.0,3400.0,3013.0,3775.0,Sciences
2017,Nanyang Technological University,College of Sciences,science in physics/applied physics,81.6,61.8,3367.0,3300.0,3490.0,3300.0,3000.0,3819.0,Sciences
2017,Nanyang Technological University,Sports Science and Management,science (sport science and management),81.1,48.6,3372.0,3285.0,3486.0,3450.0,2800.0,4000.0,Business & Administration
2017,Nanyang Technological University,National Institute of Education (NIE),arts (education),100.0,100.0,3489.0,3600.0,3589.0,3600.0,3500.0,3800.0,Education
2017,Nanyang Technological University,National Institute of Education (NIE),science (education),100.0,100.0,3610.0,3603.0,3701.0,3701.0,3500.0,3958.0,Education
2017,National University of Singapore,Faculty of Arts & Social Sciences,arts,85.8,61.9,3005.0,3000.0,3107.0,3000.0,2700.0,3300.0,Arts & Social Sciences
2017,National University of Singapore,Faculty of Arts & Social Sciences,arts,88.2,66.7,3309.0,3300.0,3391.0,3360.0,3000.0,3600.0,Arts & Social Sciences
2017,National University of Singapore,Faculty of Arts & Social Sciences,social sciences,88.3,74.7,3365.0,3300.0,3443.0,3300.0,3000.0,3750.0,Sciences
2017,National University of Singapore,Faculty Of Dentistry,dental surgery,100.0,100.0,4124.0,4050.0,4143.0,4050.0,4000.0,4400.0,Dentistry
2017,National University of Singapore,Faculty Of Engineering,engineering (biomedical engineering),90.6,81.3,3215.0,3200.0,3367.0,3300.0,3000.0,3700.0,Engineering
2017,National University of Singapore,Faculty Of Engineering,engineering (chemical engineering),87.8,81.3,3550.0,3500.0,3727.0,3600.0,3300.0,4000.0,Engineering
2017,National University of Singapore,Faculty Of Engineering,engineering (civil engineering),95.5,90.9,3361.0,3300.0,3427.0,3300.0,3135.0,3700.0,Engineering
2017,National University of Singapore,Faculty Of Engineering,engineering (electrical engineering),89.4,86.5,3529.0,3500.0,3641.0,3600.0,3300.0,3900.0,Engineering
2017,National University of Singapore,Faculty Of Engineering,engineering (engineering science),76.5,64.7,3783.0,3600.0,3827.0,3675.0,3440.0,4200.0,Engineering
2017,National University of Singapore,Faculty Of Engineering,engineering (environmental engineering),86.3,71.2,3425.0,3100.0,3546.0,3350.0,3000.0,3800.0,Engineering
2017,National University of Singapore,Faculty Of Engineering,engineering (industrial and systems engineering),93.3,89.9,3905.0,3725.0,4035.0,3875.0,3450.0,4200.0,Engineering
2017,National University of Singapore,Faculty Of Engineering,engineering (materials science and engineering),94.0,86.0,3269.0,3200.0,3570.0,3388.0,3200.0,3950.0,Engineering
2017,National University of Singapore,Faculty Of Engineering,engineering (mechanical engineering),87.3,82.3,3537.0,3400.0,3657.0,3450.0,3100.0,4000.0,Engineering
2017,National University of Singapore,Faculty of Law,laws,95.8,92.3,4958.0,5000.0,5121.0,5000.0,4500.0,5600.0,Law
2017,National University of Singapore,Faculty of Science,applied science,82.1,50.0,3186.0,3075.0,3187.0,3085.0,2800.0,3200.0,Sciences
2017,National University of Singapore,Faculty of Science,science,76.9,54.5,3053.0,3000.0,3214.0,3082.0,2800.0,3400.0,Sciences
2017,National University of Singapore,Faculty of Science,science,85.9,69.3,3340.0,3200.0,3435.0,3300.0,3000.0,3700.0,Sciences
2017,National University of Singapore,Faculty of Science,science (pharmacy),99.1,94.5,3473.0,3500.0,3616.0,3600.0,3500.0,3800.0,Sciences
2017,National University of Singapore,NUS Business School,business administration,94.9,87.3,3770.0,3400.0,4031.0,3500.0,3000.0,4333.0,Business & Administration
2017,National University of Singapore,NUS Business School,business administration,98.2,93.6,4272.0,3725.0,4388.0,3800.0,3450.0,4782.0,Business & Administration
2017,National University of Singapore,NUS Business School,business administration (accountancy),97.2,94.4,3396.0,3000.0,3473.0,3025.0,3000.0,3600.0,Accountancy
2017,National University of Singapore,NUS Business School,business administration (accountancy),100.0,100.0,3689.0,3100.0,3744.0,3125.0,3000.0,4023.0,Accountancy
2017,National University of Singapore,School of Computing,computing (computer science),93.5,89.4,4510.0,4200.0,4628.0,4285.0,3656.0,5000.0,Information Technology
2017,National University of Singapore,School of Computing,computing (information systems),94.5,91.8,4061.0,4000.0,4192.0,4000.0,3550.0,4592.0,Information Technology
2017,National University of Singapore,School of Computing,science (business analytics),97.6,97.6,4114.0,3810.0,4203.0,4000.0,3500.0,4766.0,Business & Administration
2017,National University of Singapore,School of Design & Environment,arts (architecture),91.3,86.4,4037.0,4000.0,4079.0,4000.0,3780.0,4300.0,Architecture & Built Environment
2017,National University of Singapore,School of Design & Environment,arts (industrial design),93.3,60.0,3034.0,2890.0,3079.0,2920.0,2600.0,3200.0,Arts & Social Sciences
2017,National University of Singapore,School of Design & Environment,science (project and facilities management),90.8,81.7,3105.0,3000.0,3162.0,3000.0,2900.0,3300.0,Business & Administration
2017,National University of Singapore,School of Design & Environment,science (real estate),93.8,88.7,3090.0,3000.0,3168.0,3000.0,2800.0,3300.0,Architecture & Built Environment
2017,National University of Singapore,Yong Loo Lin School (Medicine),medicine and surgery,100.0,100.0,4367.0,4500.0,4882.0,5000.0,4500.0,5305.0,Medicine
2017,National University of Singapore,Yong Loo Lin School (Medicine),science (nursing),97.4,97.4,3165.0,3200.0,3328.0,3400.0,3200.0,3450.0,Health Sciences
2017,National University of Singapore,Yong Loo Lin School (Medicine),science (nursing),91.8,89.8,3280.0,3300.0,3462.0,3500.0,3300.0,3650.0,Health Sciences
2017,National University of Singapore,YST Conservatory Of Music,music,73.3,26.7,2298.0,2025.0,2500.0,2225.0,2050.0,2950.0,Others
2017,National University of Singapore,Yale-NUS College,arts,93.5,76.6,3812.0,3500.0,3956.0,3500.0,3075.0,4000.0,Arts & Social Sciences
2017,National University of Singapore,Yale-NUS College,science,91.7,75.0,4362.0,4083.0,4362.0,4083.0,3600.0,4875.0,Sciences
2017,National University of Singapore,Multi-Disciplinary Programmes,engineering (computer engineering),89.4,84.7,4010.0,3600.0,4131.0,3900.0,3588.0,4500.0,Information Technology
2017,National University of Singapore,Multi-Disciplinary Programmes,environmental studies,88.7,62.3,3297.0,3200.0,3419.0,3300.0,3000.0,3600.0,Others
2017,Singapore Management University,School of Accountancy (4-years programme) *,accountancy,98.0,96.6,3569.0,3000.0,3646.0,3000.0,2920.0,3600.0,Accountancy
2017,Singapore Management University,School of Accountancy (4-years programme) *,accountancy,97.8,97.8,4037.0,3200.0,4089.0,3200.0,3000.0,4645.0,Accountancy
2017,Singapore Management University,School of Business (4-years programme) *,business management,93.3,85.7,3862.0,3475.0,3995.0,3500.0,3050.0,4362.0,Business & Administration
2017,Singapore Management University,School of Business (4-years programme) *,business management,95.8,92.0,4364.0,3880.0,4504.0,4000.0,3300.0,5000.0,Business & Administration
2017,Singapore Management University,School of Economics (4-years programme) *,economics,91.3,82.6,4013.0,3600.0,4143.0,3700.0,3300.0,4583.0,Arts & Social Sciences
2017,Singapore Management University,School of Economics (4-years programme) *,economics,93.2,90.5,4591.0,4000.0,4737.0,4100.0,3600.0,5113.0,Arts & Social Sciences
